ID,age,experience,income,zip_code,family,cc_avg,education,mortgage,personal_loan,securities_account,cd_account,online,credit_card,age_bracket,age_bracket_name,income_per_family_member,cc_to_income_ratio,debt_to_income_ratio,financial_maturity_index,experience_bracket,education_degree,num__age,num__income,num__family,num__mortgage,cat__age_bracket_name_Baby boomers,cat__age_bracket_name_Generation X,cat__age_bracket_name_Generation Z,cat__age_bracket_name_Millennials,cat__education_ensino_medio,cat__education_ensino_superior,cat__education_pos_graduacao
753,64,39,22,90071,4,0.6,ensino_superior,0,0,0,0,0,0,4,Baby boomers,4.4,0.0272727272727272,0.0272727272727272,36.66666666666667,3,college,-0.15,0.4262295081967213,-0.5,1.683168316831683,0.0,0.0,0.0,1.0,0.0,1.0,0.0
754,49,23,49,94720,1,1.2,ensino_superior,0,0,0,0,1,1,3,Generation X,24.5,0.0244897959183673,0.0244897959183673,40.833333333333336,2,college,-0.95,0.4098360655737705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
755,38,14,102,95020,2,1.9,ensino_medio,0,0,0,1,1,1,2,Millennials,34.0,0.0186274509803921,0.0186274509803921,53.6842105263158,2,high school,-0.7,-0.7377049180327869,0.0,1.2277227722772277,0.0,0.0,0.0,1.0,1.0,0.0,0.0
756,56,30,45,91103,4,0.7,ensino_superior,0,0,0,0,0,1,3,Generation X,9.0,0.0155555555555555,0.0155555555555555,64.28571428571429,3,college,0.15,-0.6229508196721312,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
757,56,31,82,95348,4,1.3,pos_graduacao,0,0,0,0,1,0,3,Generation X,16.4,0.0158536585365853,0.0158536585365853,63.07692307692307,3,postgraduate,-0.7,-0.5737704918032787,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
758,52,28,81,91745,3,1.8,ensino_superior,0,0,1,0,0,0,3,Generation X,20.25,0.0222222222222222,0.0222222222222222,45.0,2,college,-0.5,-0.18032786885245902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
759,64,39,35,90266,1,1.5,ensino_superior,0,0,1,0,0,0,4,Baby boomers,17.5,0.0428571428571428,0.0428571428571428,23.33333333333333,3,college,0.35,0.2459016393442623,1.0,1.396039603960396,0.0,1.0,0.0,0.0,0.0,0.0,1.0
760,53,28,59,91950,2,1.9,ensino_superior,0,0,0,0,1,0,3,Generation X,19.666666666666668,0.0322033898305084,0.0322033898305084,31.05263157894737,2,college,0.1,0.08196721311475409,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
761,29,3,52,92122,3,1.1,ensino_superior,0,0,0,0,1,0,2,Millennials,13.0,0.0211538461538461,0.0211538461538461,47.27272727272727,1,college,-0.95,-0.8032786885245902,1.0,0.9306930693069307,0.0,0.0,1.0,0.0,1.0,0.0,0.0
762,48,24,84,92152,3,0.7,ensino_medio,166,0,0,0,1,0,3,Generation X,21.0,0.0083333333333333,1.9845238095238091,120.0,2,high school,0.9,-0.29508196721311475,1.0,0.8514851485148515,1.0,0.0,0.0,0.0,0.0,1.0,0.0
763,32,6,85,90504,1,2.7,ensino_superior,100,0,0,0,1,0,2,Millennials,42.5,0.0317647058823529,1.208235294117647,31.48148148148148,1,college,0.45,-0.6557377049180327,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
764,54,28,65,94122,1,0.2,ensino_medio,0,0,0,0,0,1,3,Generation X,32.5,0.003076923076923,0.003076923076923,325.0,2,high school,0.8,-0.14754098360655737,1.0,1.2772277227722773,1.0,0.0,0.0,0.0,0.0,1.0,0.0
765,37,13,89,95051,2,1.7,ensino_superior,314,0,0,0,0,1,2,Millennials,29.666666666666668,0.0191011235955056,3.547191011235955,52.35294117647059,2,college,0.95,0.16393442622950818,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
766,47,21,109,95822,4,1.8,ensino_medio,0,1,0,0,0,0,3,Generation X,21.8,0.0165137614678899,0.0165137614678899,60.55555555555556,2,high school,-0.55,0.32786885245901637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
767,37,12,81,94538,1,2.8,ensino_medio,0,0,0,0,0,0,2,Millennials,40.5,0.0345679012345679,0.0345679012345679,28.92857142857143,2,high school,0.35,0.4426229508196721,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
768,64,39,38,92024,1,1.1,pos_graduacao,108,0,0,0,0,0,4,Baby boomers,19.0,0.0289473684210526,2.871052631578947,34.54545454545454,3,postgraduate,0.8,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
769,43,19,72,90024,2,1.7,ensino_medio,0,0,0,0,1,0,3,Generation X,24.0,0.0236111111111111,0.0236111111111111,42.35294117647059,2,high school,-0.6,-0.5409836065573771,0.0,1.306930693069307,0.0,0.0,0.0,1.0,0.0,0.0,1.0
770,33,6,78,90250,4,2.0,ensino_superior,119,0,1,0,1,0,2,Millennials,15.6,0.0256410256410256,1.551282051282051,39.0,1,college,-0.3,-0.03278688524590164,0.5,1.3564356435643565,0.0,0.0,0.0,1.0,0.0,0.0,1.0
771,26,2,172,94551,2,6.9,ensino_superior,0,1,0,0,1,0,1,Generation Z,57.333333333333336,0.0401162790697674,0.0401162790697674,24.92753623188405,1,college,0.3,-0.13114754098360656,-0.5,1.9504950495049505,0.0,1.0,0.0,0.0,0.0,1.0,0.0
772,42,18,71,91614,3,2.33,ensino_medio,106,0,1,0,1,0,2,Millennials,17.75,0.0328169014084507,1.525774647887324,30.47210300429185,2,high school,0.3,-0.8360655737704918,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
773,54,28,165,92093,1,4.1,pos_graduacao,0,1,0,1,1,1,3,Generation X,82.5,0.0248484848484848,0.0248484848484848,40.2439024390244,2,postgraduate,-0.15,-0.36065573770491804,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
774,41,16,120,92612,2,3.9,ensino_medio,0,0,0,0,1,1,2,Millennials,40.0,0.0325,0.0325,30.76923076923077,2,high school,-0.15,-0.04918032786885246,-0.5,0.9702970297029703,0.0,0.0,0.0,1.0,1.0,0.0,0.0
775,55,29,39,92154,1,0.2,ensino_medio,0,0,0,0,0,1,3,Generation X,19.5,0.0051282051282051,0.0051282051282051,195.0,2,high school,-0.55,2.098360655737705,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
776,65,39,23,92835,3,0.7,ensino_superior,0,0,0,0,0,1,4,Baby boomers,5.75,0.0304347826086956,0.0304347826086956,32.85714285714286,3,college,0.1,-0.4098360655737705,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
777,50,26,135,92121,2,4.6,pos_graduacao,91,1,0,0,1,0,3,Generation X,45.0,0.034074074074074,0.7081481481481481,29.347826086956523,2,postgraduate,-0.3,-0.06557377049180328,0.5,1.9702970297029703,0.0,0.0,0.0,1.0,0.0,0.0,1.0
778,55,31,12,95060,2,0.2,ensino_medio,76,0,0,0,1,1,3,Generation X,4.0,0.0166666666666666,6.3500000000000005,60.0,3,high school,0.35,0.2786885245901639,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
779,62,36,92,94801,2,0.7,ensino_superior,0,0,0,0,1,0,4,Baby boomers,30.666666666666668,0.0076086956521739,0.0076086956521739,131.42857142857144,3,college,0.9,0.01639344262295082,-0.5,1.4554455445544554,1.0,0.0,0.0,0.0,0.0,0.0,1.0
780,53,28,192,94304,2,6.4,pos_graduacao,0,1,0,0,0,0,3,Generation X,64.0,0.0333333333333333,0.0333333333333333,30.0,2,postgraduate,0.1,1.3934426229508197,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
781,32,7,42,92634,4,0.8,ensino_medio,0,0,0,0,1,1,2,Millennials,8.4,0.019047619047619,0.019047619047619,52.5,1,high school,-0.1,-0.819672131147541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
782,56,32,158,94588,3,3.7,pos_graduacao,0,1,0,0,1,0,3,Generation X,39.5,0.0234177215189873,0.0234177215189873,42.7027027027027,3,postgraduate,0.55,-0.6229508196721312,-0.5,1.3465346534653466,0.0,1.0,0.0,0.0,0.0,1.0,0.0
783,54,30,194,92056,3,6.0,pos_graduacao,587,1,1,1,1,1,3,Generation X,48.5,0.0309278350515463,3.056701030927835,32.333333333333336,3,postgraduate,-0.25,-0.7213114754098361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
784,44,20,160,94606,2,7.6,ensino_medio,0,0,1,0,0,0,3,Generation X,53.333333333333336,0.0475,0.0475,21.05263157894737,2,high school,-0.2,-0.19672131147540983,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
785,48,22,98,94115,2,6.3,ensino_medio,0,0,0,0,0,0,3,Generation X,32.666666666666664,0.0642857142857142,0.0642857142857142,15.555555555555555,2,high school,-0.15,-0.6721311475409836,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
786,46,22,164,94122,2,7.6,ensino_medio,0,0,0,1,1,1,3,Generation X,54.66666666666666,0.0463414634146341,0.0463414634146341,21.57894736842105,2,high school,-0.65,-0.45901639344262296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
787,45,21,42,94305,2,2.5,ensino_medio,0,0,1,0,1,0,3,Generation X,14.0,0.0595238095238095,0.0595238095238095,16.8,2,high school,-0.2,0.13114754098360656,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
788,45,15,202,91380,3,10.0,pos_graduacao,0,1,0,0,0,0,3,Generation X,50.5,0.0495049504950495,0.0495049504950495,20.2,2,postgraduate,-0.5,0.14754098360655737,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
789,58,34,10,92521,4,0.7,ensino_medio,0,0,0,0,0,0,3,Generation X,2.0,0.0699999999999999,0.0699999999999999,14.285714285714286,3,high school,0.7,1.4426229508196722,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
790,29,3,31,92126,4,0.3,ensino_superior,0,0,0,0,1,0,2,Millennials,6.2,0.0096774193548387,0.0096774193548387,103.33333333333334,1,college,0.65,1.8032786885245902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
791,55,30,58,92028,4,0.9,ensino_medio,0,0,0,0,1,1,3,Generation X,11.6,0.0155172413793103,0.0155172413793103,64.44444444444444,3,high school,0.25,-0.6885245901639344,0.0,1.2772277227722773,0.0,1.0,0.0,0.0,0.0,0.0,1.0
792,55,29,65,94501,4,2.8,ensino_superior,0,0,0,0,1,0,3,Generation X,13.0,0.043076923076923,0.043076923076923,23.214285714285715,2,college,0.35,-0.01639344262295082,1.0,0.8118811881188119,0.0,1.0,0.0,0.0,0.0,0.0,1.0
793,41,16,98,93117,1,4.0,pos_graduacao,0,0,0,0,0,1,2,Millennials,49.0,0.0408163265306122,0.0408163265306122,24.5,2,postgraduate,0.65,-0.3442622950819672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
794,24,0,150,94720,2,2.0,ensino_medio,0,0,0,0,1,0,1,Generation Z,50.0,0.0133333333333333,0.0133333333333333,75.0,1,high school,0.4,-0.8360655737704918,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
795,54,29,44,91301,2,2.3,pos_graduacao,0,0,0,0,1,0,3,Generation X,14.666666666666666,0.0522727272727272,0.0522727272727272,19.1304347826087,2,postgraduate,-0.45,1.4262295081967213,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
796,57,32,15,92806,2,0.2,pos_graduacao,0,0,0,0,0,1,3,Generation X,5.0,0.0133333333333333,0.0133333333333333,75.0,3,postgraduate,-0.35,-0.2459016393442623,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
797,30,6,82,93657,2,2.5,ensino_medio,0,0,0,0,0,0,2,Millennials,27.33333333333333,0.0304878048780487,0.0304878048780487,32.8,1,high school,-0.65,-0.45901639344262296,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
798,42,17,61,94998,3,0.5,pos_graduacao,0,0,0,0,1,0,2,Millennials,15.25,0.0081967213114754,0.0081967213114754,122.0,2,postgraduate,0.7,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
799,29,2,38,93063,1,2.0,ensino_superior,0,0,0,0,0,0,2,Millennials,19.0,0.0526315789473684,0.0526315789473684,19.0,1,college,-0.1,0.29508196721311475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
800,29,3,39,95051,4,2.1,pos_graduacao,0,0,0,0,1,0,2,Millennials,7.8,0.0538461538461538,0.0538461538461538,18.57142857142857,1,postgraduate,0.7,-0.4918032786885246,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
801,31,7,173,91040,1,6.0,ensino_medio,0,0,0,0,1,0,2,Millennials,86.5,0.0346820809248554,0.0346820809248554,28.83333333333333,1,high school,0.2,1.0819672131147542,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
802,47,23,8,92612,4,0.2,ensino_medio,0,0,0,0,1,0,3,Generation X,1.6,0.025,0.025,40.0,2,high school,-0.6,0.8524590163934426,-0.5,2.801980198019802,0.0,0.0,0.0,1.0,0.0,1.0,0.0
803,36,12,51,92521,3,2.0,ensino_medio,214,0,0,0,1,0,2,Millennials,12.75,0.0392156862745098,4.235294117647059,25.5,2,high school,-0.3,1.721311475409836,0.0,1.504950495049505,0.0,0.0,0.0,1.0,1.0,0.0,0.0
804,52,27,62,92661,4,1.8,pos_graduacao,82,0,0,0,0,0,3,Generation X,12.4,0.0290322580645161,1.3516129032258064,34.44444444444444,2,postgraduate,-0.55,-0.9016393442622951,0.5,0.8217821782178217,0.0,0.0,0.0,1.0,0.0,1.0,0.0
805,54,28,34,94061,4,0.7,ensino_superior,0,0,0,0,1,0,3,Generation X,6.8,0.0205882352941176,0.0205882352941176,48.57142857142858,2,college,0.95,1.0819672131147542,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
806,55,29,132,95758,3,5.9,ensino_superior,307,1,0,0,0,0,3,Generation X,33.0,0.0446969696969697,2.370454545454545,22.3728813559322,2,college,-0.75,0.6229508196721312,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
807,53,27,44,94542,4,1.5,pos_graduacao,0,0,0,0,0,0,3,Generation X,8.8,0.034090909090909,0.034090909090909,29.33333333333333,2,postgraduate,0.65,1.2950819672131149,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
808,52,27,162,92096,1,8.1,ensino_medio,0,0,0,0,1,0,3,Generation X,81.0,0.0499999999999999,0.0499999999999999,20.0,2,high school,0.45,0.0,0.5,1.3663366336633664,0.0,1.0,0.0,0.0,0.0,0.0,1.0
809,64,39,64,92068,3,2.2,ensino_medio,0,0,0,0,1,0,4,Baby boomers,16.0,0.034375,0.034375,29.09090909090909,3,high school,-0.15,1.5573770491803278,0.0,2.742574257425743,0.0,0.0,0.0,1.0,0.0,1.0,0.0
810,54,29,111,94304,1,0.1,pos_graduacao,0,0,0,0,0,1,3,Generation X,55.5,0.0009009009009009,0.0009009009009009,1110.0,2,postgraduate,0.35,-0.29508196721311475,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
811,32,6,41,92182,2,2.0,pos_graduacao,0,0,0,0,0,0,2,Millennials,13.666666666666666,0.048780487804878,0.048780487804878,20.5,1,postgraduate,-0.8,-0.47540983606557374,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
812,63,33,52,94720,4,1.67,pos_graduacao,0,0,0,0,0,0,4,Baby boomers,10.4,0.0321153846153846,0.0321153846153846,31.13772455089821,3,postgraduate,-0.15,-0.21311475409836064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
813,36,10,65,90089,4,2.2,ensino_superior,0,0,0,0,0,0,2,Millennials,13.0,0.0338461538461538,0.0338461538461538,29.545454545454543,2,college,0.55,-0.6721311475409836,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
814,50,25,130,94720,1,1.1,ensino_superior,0,1,0,0,1,0,3,Generation X,65.0,0.0084615384615384,0.0084615384615384,118.18181818181816,2,college,-0.7,-0.39344262295081966,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
815,33,8,45,93943,2,0.1,ensino_medio,0,0,0,0,0,1,2,Millennials,15.0,0.0022222222222222,0.0022222222222222,450.0,1,high school,0.55,-0.18032786885245902,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
816,62,38,35,94596,1,1.9,ensino_superior,118,0,0,0,0,0,4,Baby boomers,17.5,0.0542857142857142,3.4257142857142857,18.42105263157895,3,college,-0.15,-0.13114754098360656,0.0,1.4752475247524752,0.0,0.0,0.0,1.0,1.0,0.0,0.0
817,49,23,65,94035,3,0.7,ensino_superior,263,0,0,0,1,1,3,Generation X,16.25,0.0107692307692307,4.056923076923077,92.85714285714286,2,college,-0.4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
818,41,15,38,90291,2,0.7,ensino_medio,91,0,0,0,1,0,2,Millennials,12.666666666666666,0.0184210526315789,2.4131578947368424,54.28571428571429,2,high school,-0.8,-0.5245901639344263,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
819,51,27,42,95039,4,1.1,ensino_superior,0,0,0,0,1,1,3,Generation X,8.4,0.0261904761904761,0.0261904761904761,38.18181818181818,2,college,-0.1,0.36065573770491804,1.0,1.0891089108910892,0.0,1.0,0.0,0.0,0.0,0.0,1.0
820,56,30,45,90024,4,1.5,pos_graduacao,0,0,0,0,0,0,3,Generation X,9.0,0.0333333333333333,0.0333333333333333,30.0,3,postgraduate,0.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
821,51,25,145,90740,1,0.3,ensino_medio,0,0,0,0,1,0,3,Generation X,72.5,0.0020689655172413,0.0020689655172413,483.33333333333337,2,high school,0.7,0.4918032786885246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
822,39,13,33,92093,4,1.5,pos_graduacao,0,0,0,0,0,0,2,Millennials,6.6,0.0454545454545454,0.0454545454545454,22.0,2,postgraduate,0.1,0.9836065573770492,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
823,61,35,60,96091,3,1.4,pos_graduacao,0,0,0,0,0,0,4,Baby boomers,15.0,0.0233333333333333,0.0233333333333333,42.85714285714286,3,postgraduate,-0.7,-0.8688524590163934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
824,35,9,45,90509,1,2.0,ensino_medio,0,0,0,0,1,1,2,Millennials,22.5,0.0444444444444444,0.0444444444444444,22.5,1,high school,0.25,-0.6721311475409836,1.0,1.108910891089109,0.0,1.0,0.0,0.0,0.0,1.0,0.0
825,39,15,72,94801,4,2.4,ensino_medio,0,0,1,0,1,0,2,Millennials,14.4,0.0333333333333333,0.0333333333333333,30.0,2,high school,-0.85,0.5081967213114754,0.5,2.3366336633663365,0.0,0.0,0.0,1.0,1.0,0.0,0.0
826,37,11,34,95616,3,0.2,ensino_superior,0,0,0,0,0,0,2,Millennials,8.5,0.0058823529411764,0.0058823529411764,170.0,2,college,-0.95,-0.3114754098360656,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
827,48,21,23,93555,3,0.67,ensino_superior,0,0,0,0,1,0,3,Generation X,5.75,0.0291304347826086,0.0291304347826086,34.32835820895522,2,college,-0.25,-0.6721311475409836,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
828,63,37,45,94542,2,1.0,pos_graduacao,88,0,0,0,1,1,4,Baby boomers,15.0,0.0222222222222222,1.9777777777777776,45.0,3,postgraduate,-0.8,-0.4918032786885246,-0.5,1.5841584158415842,0.0,0.0,0.0,1.0,0.0,1.0,0.0
829,35,9,28,94542,4,1.0,ensino_medio,75,0,0,0,1,0,2,Millennials,5.6,0.0357142857142857,2.7142857142857144,28.0,1,high school,0.4,-0.7213114754098361,1.0,0.8316831683168316,0.0,1.0,0.0,0.0,0.0,0.0,1.0
830,55,30,81,90254,4,3.8,ensino_superior,0,0,0,0,1,0,3,Generation X,16.2,0.0469135802469135,0.0469135802469135,21.31578947368421,3,college,0.65,1.459016393442623,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
831,29,5,72,92407,3,0.7,ensino_superior,81,0,0,0,0,0,2,Millennials,18.0,0.0097222222222222,1.1347222222222222,102.85714285714286,1,college,-1.05,-0.4098360655737705,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
832,61,31,49,94066,4,1.67,pos_graduacao,0,0,0,0,1,0,4,Baby boomers,9.8,0.0340816326530612,0.0340816326530612,29.34131736526946,3,postgraduate,-0.1,1.4754098360655739,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
833,36,10,31,90630,4,1.2,ensino_superior,0,0,0,0,0,0,2,Millennials,6.2,0.0387096774193548,0.0387096774193548,25.833333333333336,2,college,-0.1,-0.14754098360655737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
834,61,35,63,94939,3,2.2,pos_graduacao,0,0,0,0,0,0,4,Baby boomers,15.75,0.0349206349206349,0.0349206349206349,28.636363636363637,3,postgraduate,-0.5,-0.8032786885245902,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
835,36,12,150,95138,4,5.4,ensino_medio,0,1,1,1,1,0,2,Millennials,30.0,0.036,0.036,27.77777777777777,2,high school,0.45,-0.5245901639344263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
836,58,33,142,92691,2,3.9,ensino_medio,193,0,0,0,1,1,3,Generation X,47.333333333333336,0.0274647887323943,1.3866197183098592,36.41025641025641,3,high school,0.15,0.32786885245901637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
837,42,17,74,92123,3,3.0,ensino_medio,0,0,0,0,0,1,2,Millennials,18.5,0.0405405405405405,0.0405405405405405,24.666666666666668,2,high school,0.9,0.9016393442622951,-0.5,4.227722772277228,1.0,0.0,0.0,0.0,1.0,0.0,0.0
838,30,4,24,92096,1,0.4,ensino_superior,81,0,0,0,1,0,2,Millennials,12.0,0.0166666666666666,3.391666666666667,60.0,1,college,0.7,-0.7377049180327869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
839,45,20,29,92507,4,1.9,pos_graduacao,0,0,0,0,0,0,3,Generation X,5.8,0.0655172413793103,0.0655172413793103,15.263157894736842,2,postgraduate,-0.8,1.3934426229508197,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
840,39,15,79,92646,4,2.4,ensino_medio,0,0,0,0,0,0,2,Millennials,15.8,0.030379746835443,0.030379746835443,32.91666666666667,2,high school,-0.25,0.29508196721311475,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
841,27,3,94,92373,2,0.2,ensino_medio,310,0,0,0,0,1,2,Millennials,31.33333333333333,0.002127659574468,3.3,470.0,1,high school,0.05,0.01639344262295082,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
842,57,33,121,94542,1,4.3,ensino_medio,0,0,1,0,0,0,3,Generation X,60.5,0.0355371900826446,0.0355371900826446,28.13953488372093,3,high school,0.25,-0.7213114754098361,0.0,1.1683168316831682,0.0,1.0,0.0,0.0,1.0,0.0,0.0
843,34,10,54,92101,3,2.0,ensino_medio,0,0,0,0,0,0,2,Millennials,13.5,0.037037037037037,0.037037037037037,27.0,2,high school,-0.85,-0.29508196721311475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
844,64,39,73,94720,3,2.4,ensino_medio,0,0,0,0,1,0,4,Baby boomers,18.25,0.0328767123287671,0.0328767123287671,30.416666666666668,3,high school,-0.2,1.5901639344262295,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
845,47,23,71,95762,1,0.8,pos_graduacao,127,0,0,0,1,0,3,Generation X,35.5,0.0112676056338028,1.8,88.75,2,postgraduate,0.5,-0.7049180327868853,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
846,44,17,29,94706,3,1.0,ensino_superior,0,0,0,0,1,1,3,Generation X,7.25,0.0344827586206896,0.0344827586206896,29.0,2,college,0.25,1.8032786885245902,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
847,51,27,93,92154,1,2.7,ensino_medio,0,0,0,0,1,0,3,Generation X,46.5,0.0290322580645161,0.0290322580645161,34.44444444444444,2,high school,-0.15,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
848,40,14,73,94539,1,1.5,pos_graduacao,252,0,0,0,1,0,2,Millennials,36.5,0.0205479452054794,3.4726027397260277,48.66666666666666,2,postgraduate,-0.85,-0.19672131147540983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
849,57,32,19,94720,4,0.9,ensino_superior,0,0,0,0,1,0,3,Generation X,3.8,0.0473684210526315,0.0473684210526315,21.11111111111111,3,college,0.55,0.29508196721311475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
850,33,8,58,94305,2,0.1,ensino_medio,0,0,1,1,1,1,2,Millennials,19.33333333333333,0.0017241379310344,0.0017241379310344,580.0,1,high school,1.0,0.4262295081967213,-0.5,2.9603960396039604,1.0,0.0,0.0,0.0,1.0,0.0,0.0
851,46,20,39,95054,1,0.2,ensino_medio,0,0,0,0,0,0,3,Generation X,19.5,0.0051282051282051,0.0051282051282051,195.0,2,high school,-0.6,-0.36065573770491804,0.5,1.0693069306930694,0.0,0.0,0.0,1.0,1.0,0.0,0.0
852,41,16,23,94521,2,1.4,ensino_superior,0,0,1,0,1,0,2,Millennials,7.666666666666667,0.0608695652173913,0.0608695652173913,16.42857142857143,2,college,0.8,1.4918032786885247,0.5,3.4752475247524752,1.0,0.0,0.0,0.0,0.0,0.0,1.0
853,33,7,29,92064,1,0.6,pos_graduacao,127,0,0,0,0,1,2,Millennials,14.5,0.0206896551724137,4.4,48.333333333333336,1,postgraduate,-0.35,-0.13114754098360656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
854,27,2,155,95138,1,0.8,ensino_medio,0,0,0,0,0,0,2,Millennials,77.5,0.0051612903225806,0.0051612903225806,193.75,1,high school,-0.85,0.18032786885245902,0.0,2.1881188118811883,0.0,0.0,0.0,1.0,0.0,1.0,0.0
855,52,28,90,95814,1,2.6,ensino_superior,0,0,1,0,1,0,3,Generation X,45.0,0.0288888888888888,0.0288888888888888,34.61538461538461,2,college,-0.15,-0.39344262295081966,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
856,59,33,113,92152,2,2.0,ensino_medio,77,0,0,0,1,0,4,Baby boomers,37.66666666666666,0.0176991150442477,0.6991150442477876,56.5,3,high school,-0.95,-0.2459016393442623,0.5,1.6732673267326732,0.0,0.0,1.0,0.0,0.0,0.0,1.0
857,62,38,42,94025,1,1.8,pos_graduacao,0,0,0,0,0,0,4,Baby boomers,21.0,0.0428571428571428,0.0428571428571428,23.33333333333333,3,postgraduate,0.3,0.36065573770491804,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
858,49,25,30,95616,4,0.2,ensino_medio,0,0,0,1,1,1,3,Generation X,6.0,0.0066666666666666,0.0066666666666666,150.0,2,high school,-0.55,1.1639344262295082,-0.5,1.6237623762376239,0.0,0.0,0.0,1.0,1.0,0.0,0.0
