num__age,num__income,num__family,num__mortgage,cat__age_bracket_name_Baby boomers,cat__age_bracket_name_Generation X,cat__age_bracket_name_Generation Z,cat__age_bracket_name_Millennials,cat__education_ensino_medio,cat__education_ensino_superior,cat__education_pos_graduacao,credit_card
0.7,-0.4918032786885246,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.2,1.0819672131147542,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.6,0.8524590163934426,-0.5,2.801980198019802,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.3,1.721311475409836,0.0,1.504950495049505,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.55,-0.9016393442622951,0.5,0.8217821782178217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.95,1.0819672131147542,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.75,0.6229508196721312,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.65,1.2950819672131149,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.45,0.0,0.5,1.3663366336633664,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.15,1.5573770491803278,0.0,2.742574257425743,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.35,-0.29508196721311475,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.8,-0.47540983606557374,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.15,-0.21311475409836064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.55,-0.6721311475409836,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.7,-0.39344262295081966,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.55,-0.18032786885245902,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.15,-0.13114754098360656,0.0,1.4752475247524752,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.8,-0.5245901639344263,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.1,0.36065573770491804,1.0,1.0891089108910892,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.7,0.4918032786885246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1,0.9836065573770492,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.7,-0.8688524590163934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.25,-0.6721311475409836,1.0,1.108910891089109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.85,0.5081967213114754,0.5,2.3366336633663365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.95,-0.3114754098360656,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.25,-0.6721311475409836,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.8,-0.4918032786885246,-0.5,1.5841584158415842,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.4,-0.7213114754098361,1.0,0.8316831683168316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.65,1.459016393442623,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.05,-0.4098360655737705,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.1,1.4754098360655739,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.1,-0.14754098360655737,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5,-0.8032786885245902,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.45,-0.5245901639344263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.15,0.32786885245901637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.9,0.9016393442622951,-0.5,4.227722772277228,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7,-0.7377049180327869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.8,1.3934426229508197,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.25,0.29508196721311475,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.05,0.01639344262295082,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.25,-0.7213114754098361,0.0,1.1683168316831682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.85,-0.29508196721311475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.2,1.5901639344262295,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.5,-0.7049180327868853,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.25,1.8032786885245902,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.15,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.85,-0.19672131147540983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.55,0.29508196721311475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.4262295081967213,-0.5,2.9603960396039604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.6,-0.36065573770491804,0.5,1.0693069306930694,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8,1.4918032786885247,0.5,3.4752475247524752,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.35,-0.13114754098360656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.85,0.18032786885245902,0.0,2.1881188118811883,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.15,-0.39344262295081966,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.95,-0.2459016393442623,0.5,1.6732673267326732,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3,0.36065573770491804,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.55,1.1639344262295082,-0.5,1.6237623762376239,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.45,0.32786885245901637,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.1,0.4426229508196721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.75,0.09836065573770492,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.5,0.36065573770491804,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6,1.6557377049180328,0.0,4.178217821782178,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.45,0.7868852459016393,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.95,-0.18032786885245902,0.0,2.237623762376238,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.35,1.098360655737705,1.0,1.3267326732673268,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.75,-0.8524590163934426,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.5,0.01639344262295082,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.75,-0.39344262295081966,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,-0.03278688524590164,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.35,-0.14754098360655737,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.65,0.8360655737704918,0.0,3.98019801980198,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.8,0.9836065573770492,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.35,0.0,0.5,1.881188118811881,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.75,0.819672131147541,-0.5,4.01980198019802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.95,0.3114754098360656,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.65,-0.13114754098360656,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.8,1.098360655737705,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.55,-0.36065573770491804,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.15,0.4426229508196721,0.0,2.0297029702970297,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.2,-0.5409836065573771,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.9,1.098360655737705,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3,0.819672131147541,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.15,-0.3442622950819672,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.85,-0.39344262295081966,0.0,1.118811881188119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.45,0.19672131147540983,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7,-0.4918032786885246,1.0,1.297029702970297,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.6,-0.7213114754098361,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.9,-0.18032786885245902,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.2,-0.5409836065573771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.65,-0.3770491803278688,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.8,1.5901639344262295,-0.5,3.8118811881188117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.05,-0.8524590163934426,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.9,0.7868852459016393,0.0,2.0495049504950495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.55,-0.04918032786885246,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,2.540983606557377,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.6,0.3114754098360656,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.15,0.26229508196721313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.05,-0.5573770491803278,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.05,2.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,-0.3114754098360656,0.5,1.9108910891089108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.75,-0.04918032786885246,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,-0.47540983606557374,-0.5,1.1782178217821782,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.65,-0.5409836065573771,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.2,-0.5409836065573771,1.0,1.5544554455445545,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.95,-0.7377049180327869,0.0,0.9405940594059405,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5,-0.6229508196721312,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.3,-0.6885245901639344,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.4,0.13114754098360656,0.0,1.2574257425742574,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.05,1.1311475409836065,0.5,3.0495049504950495,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.05,-0.4098360655737705,-0.5,1.2871287128712872,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5,-0.6229508196721312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.5,0.18032786885245902,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.75,0.32786885245901637,0.0,1.9702970297029703,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.45,0.29508196721311475,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.75,0.4426229508196721,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.85,2.098360655737705,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.3,0.7377049180327869,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.25,0.4262295081967213,0.5,2.1386138613861387,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.9,0.29508196721311475,0.5,3.0396039603960396,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.05,-0.7377049180327869,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.65,0.2459016393442623,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.65,-0.22950819672131148,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.8,0.7704918032786885,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.55,0.4426229508196721,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.8,-0.8360655737704918,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.15,2.098360655737705,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.6,-0.5573770491803278,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.75,-0.4098360655737705,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.65,1.4098360655737705,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.1,0.8032786885245902,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.9,0.2459016393442623,1.0,1.5544554455445545,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5,0.29508196721311475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.25,0.32786885245901637,1.0,1.8613861386138615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7,-0.5245901639344263,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.95,-0.8360655737704918,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.45,-0.8852459016393442,0.0,0.9801980198019802,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.55,-0.32786885245901637,-0.5,1.4059405940594059,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.5,0.5245901639344263,0.0,2.722772277227723,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.15,1.3278688524590163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5,-0.3114754098360656,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.1,0.03278688524590164,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.5081967213114753,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-1.05,1.180327868852459,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.0,0.11475409836065574,1.0,2.1584158415841586,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.3,0.2786885245901639,0.0,0.8514851485148515,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.4,1.5901639344262295,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,0.9016393442622951,-0.5,3.297029702970297,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.7,-0.5737704918032787,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.25,-0.5737704918032787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.8,-0.5737704918032787,0.0,1.3366336633663367,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6,0.29508196721311475,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.45,-0.819672131147541,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.7,-0.21311475409836064,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.7,-0.08196721311475409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.15,1.278688524590164,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.15,-0.13114754098360656,-0.5,1.3366336633663367,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7,-0.22950819672131148,1.0,1.0297029702970297,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5,-0.5573770491803278,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.95,0.26229508196721313,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5,0.01639344262295082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.95,-0.14754098360655737,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.2,-0.22950819672131148,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.65,-0.14754098360655737,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.45,0.01639344262295082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6,-0.3770491803278688,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.7,-0.7213114754098361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.35,-0.14754098360655737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.35,-0.03278688524590164,1.0,2.0495049504950495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.5,1.5901639344262295,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-1.05,1.1147540983606556,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.25,-0.3770491803278688,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.65,-0.18032786885245902,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.95,1.7704918032786885,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.2950819672131149,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5,-0.6557377049180327,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.75,1.4262295081967213,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.6,-0.45901639344262296,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.05,1.6557377049180328,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.6,-0.6721311475409836,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.75,-0.36065573770491804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.55,-0.6229508196721312,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.1,-0.29508196721311475,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.8,1.8360655737704918,0.5,3.257425742574257,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.35,-0.01639344262295082,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.55,-0.2459016393442623,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.05,0.47540983606557374,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.85,2.1639344262295084,1.0,5.1683168316831685,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.2,-0.16393442622950818,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.6,-0.5081967213114754,-0.5,1.6435643564356435,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.15,-0.8032786885245902,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5,0.16393442622950818,0.5,2.1683168316831685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.7,-0.14754098360655737,0.0,1.0792079207920793,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.3,0.4262295081967213,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.95,-0.7868852459016393,0.0,1.1386138613861385,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.45,0.18032786885245902,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.55,0.01639344262295082,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.1,0.4262295081967213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.5,-0.29508196721311475,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.7,0.4098360655737705,0.0,2.7524752475247523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.35,1.4098360655737705,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.4,0.14754098360655737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.3,-0.06557377049180328,-0.5,1.3762376237623761,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.05,1.098360655737705,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.25,0.01639344262295082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.9,-0.18032786885245902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.45,0.01639344262295082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4,0.03278688524590164,0.0,2.5742574257425743,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.5,0.32786885245901637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.15,-0.5409836065573771,0.5,1.603960396039604,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.05,2.1311475409836067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4,1.9508196721311475,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6,-0.4098360655737705,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.65,-0.06557377049180328,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.4,0.29508196721311475,-0.5,1.4356435643564356,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5,-0.3442622950819672,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.8,0.09836065573770492,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.55,-0.19672131147540983,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.8,-0.4098360655737705,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.05,1.4262295081967213,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.25,1.3934426229508197,0.0,5.02970297029703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.2,0.4426229508196721,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.1,0.9672131147540983,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.25,1.0819672131147542,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.05,-0.18032786885245902,0.0,2.1881188118811883,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.45,-0.9016393442622951,1.0,0.801980198019802,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.4,0.5245901639344263,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.45,-0.03278688524590164,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.9,0.6229508196721312,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.85,-0.39344262295081966,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.6557377049180328,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.1,-0.16393442622950818,0.5,1.5247524752475248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.55,-0.6885245901639344,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.25,0.13114754098360656,0.5,2.6930693069306932,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.55,1.5081967213114753,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.7,-0.4098360655737705,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9,-0.8524590163934426,-0.5,1.00990099009901,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.85,-0.6721311475409836,-0.5,1.099009900990099,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.35,0.13114754098360656,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6,1.6721311475409837,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.15,-0.5573770491803278,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.15,0.5737704918032787,0.0,2.722772277227723,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.7,-0.3770491803278688,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6,-0.19672131147540983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.55,-0.6885245901639344,0.0,1.3564356435643565,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.65,0.4426229508196721,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.7,0.6065573770491803,0.0,1.2574257425742574,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.75,1.901639344262295,0.5,1.4059405940594059,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.55,0.4262295081967213,1.0,0.8910891089108911,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.15,-0.5573770491803278,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.25,1.4918032786885247,0.0,3.217821782178218,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.55,-0.6229508196721312,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.25,0.09836065573770492,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.5,0.26229508196721313,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.35,0.6229508196721312,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.25,0.8524590163934426,-0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.4,-0.06557377049180328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
