ID,age,experience,income,zip_code,family,cc_avg,education,mortgage,personal_loan,securities_account,cd_account,online,credit_card,age_bracket,age_bracket_name,income_per_family_member,cc_to_income_ratio,debt_to_income_ratio,financial_maturity_index,experience_bracket,education_degree
851,46,20,39,95054,1,0.2,1,0,0,0,0,0,0,3,Generation X,19.5,0.005128205128205128,0.005128205128205128,195.0,2,high school
852,41,16,23,94521,2,1.4,2,0,0,1,0,1,0,2,Millennials,7.666666666666667,0.0608695652173913,0.0608695652173913,16.42857142857143,2,college
853,33,7,29,92064,1,0.6,3,127,0,0,0,0,1,2,Millennials,14.5,0.020689655172413793,4.3999999999999995,48.333333333333336,1,postgraduate
854,27,2,155,95138,1,0.8,1,0,0,0,0,0,0,2,Millennials,77.5,0.005161290322580645,0.005161290322580645,193.75,1,high school
855,52,28,90,95814,1,2.6,2,0,0,1,0,1,0,3,Generation X,45.0,0.02888888888888889,0.02888888888888889,34.61538461538461,2,college
856,59,33,113,92152,2,2.0,1,77,0,0,0,1,0,4,Baby boomers,37.666666666666664,0.017699115044247787,0.6991150442477876,56.5,3,high school
857,62,38,42,94025,1,1.8,3,0,0,0,0,0,0,4,Baby boomers,21.0,0.04285714285714286,0.04285714285714286,23.333333333333332,3,postgraduate
858,49,25,30,95616,4,0.2,1,0,0,0,1,1,1,3,Generation X,6.0,0.006666666666666667,0.006666666666666667,150.0,2,high school
859,45,19,19,94720,3,0.5,2,0,0,0,0,1,0,3,Generation X,4.75,0.02631578947368421,0.02631578947368421,38.0,2,college
860,63,37,124,92182,3,5.0,2,170,1,0,0,0,0,4,Baby boomers,31.0,0.04032258064516129,1.4112903225806452,24.8,3,college
861,57,31,30,95841,2,0.7,2,145,0,0,0,0,0,3,Generation X,10.0,0.02333333333333333,4.8566666666666665,42.85714285714286,3,college
862,60,30,28,92354,1,1.5,3,124,0,1,0,1,0,4,Baby boomers,14.0,0.05357142857142857,4.482142857142857,18.666666666666668,3,postgraduate
863,50,23,15,94025,2,1.0,2,101,0,0,0,0,0,3,Generation X,5.0,0.06666666666666667,6.8,15.0,2,college
864,54,30,70,90095,1,1.6,3,265,0,0,0,0,0,3,Generation X,35.0,0.022857142857142857,3.8085714285714287,43.75,3,postgraduate
865,28,2,10,94080,1,0.1,2,0,0,0,0,1,0,2,Millennials,5.0,0.01,0.01,100.0,1,college
866,60,34,22,92037,3,0.3,3,139,0,0,0,1,1,4,Baby boomers,5.5,0.013636363636363636,6.331818181818182,73.33333333333334,3,postgraduate
867,44,20,70,94611,4,1.9,1,0,0,0,0,1,0,3,Generation X,14.0,0.027142857142857142,0.027142857142857142,36.8421052631579,2,high school
868,61,35,61,94708,1,1.6,1,0,0,0,0,0,0,4,Baby boomers,30.5,0.02622950819672131,0.02622950819672131,38.125,3,high school
869,40,15,161,94596,2,3.3,1,0,0,1,0,0,1,2,Millennials,53.666666666666664,0.020496894409937887,0.020496894409937887,48.78787878787879,2,high school
870,54,30,29,93014,2,0.8,1,0,0,0,0,0,1,3,Generation X,9.666666666666666,0.027586206896551727,0.027586206896551727,36.25,3,high school
871,43,19,35,92106,3,0.5,1,0,0,0,0,1,0,3,Generation X,8.75,0.014285714285714285,0.014285714285714285,70.0,2,high school
872,54,28,48,96091,4,2.8,2,0,0,0,0,1,0,3,Generation X,9.6,0.05833333333333333,0.05833333333333333,17.142857142857142,2,college
873,32,7,44,90095,4,0.8,1,0,0,0,0,1,0,2,Millennials,8.8,0.018181818181818184,0.018181818181818184,55.0,1,high school
874,24,0,88,90740,3,0.8,1,134,0,0,0,0,0,1,Generation Z,22.0,0.009090909090909092,1.531818181818182,110.0,1,high school
875,30,4,40,92056,4,2.1,3,0,0,0,0,1,1,2,Millennials,8.0,0.052500000000000005,0.052500000000000005,19.047619047619047,1,postgraduate
876,61,36,21,95616,4,0.4,2,123,0,0,0,0,0,4,Baby boomers,4.2,0.01904761904761905,5.876190476190477,52.5,3,college
877,40,14,58,94025,2,2.8,1,0,0,0,0,1,0,2,Millennials,19.333333333333332,0.04827586206896552,0.04827586206896552,20.714285714285715,2,high school
878,35,11,59,95123,4,0.1,2,0,0,0,0,0,0,2,Millennials,11.8,0.0016949152542372883,0.0016949152542372883,590.0,2,college
879,33,3,74,95616,4,4.0,3,0,0,0,0,0,0,2,Millennials,14.8,0.05405405405405406,0.05405405405405406,18.5,1,postgraduate
880,63,37,84,91768,4,1.9,2,0,0,0,0,1,0,4,Baby boomers,16.8,0.02261904761904762,0.02261904761904762,44.21052631578947,3,college
881,57,31,58,91604,1,0.2,1,177,0,0,0,1,0,3,Generation X,29.0,0.003448275862068966,3.055172413793103,290.0,3,high school
882,44,19,154,92116,2,8.8,1,0,0,0,0,1,0,3,Generation X,51.333333333333336,0.05714285714285715,0.05714285714285715,17.5,2,high school
883,51,25,185,94117,1,1.7,1,0,0,0,0,0,0,3,Generation X,92.5,0.009189189189189189,0.009189189189189189,108.82352941176471,2,high school
884,51,26,78,92703,1,1.2,1,305,0,0,0,1,0,3,Generation X,39.0,0.015384615384615384,3.9256410256410255,65.0,2,high school
885,38,13,55,91709,2,1.1,2,0,0,0,0,1,0,2,Millennials,18.333333333333332,0.02,0.02,49.99999999999999,2,college
886,31,5,30,94304,4,0.3,2,0,0,0,0,1,0,2,Millennials,6.0,0.01,0.01,100.0,1,college
887,54,29,74,93907,3,2.0,2,0,0,0,0,0,0,3,Generation X,18.5,0.02702702702702703,0.02702702702702703,37.0,2,college
888,41,16,118,94720,2,3.3,1,0,0,0,0,1,0,2,Millennials,39.333333333333336,0.027966101694915254,0.027966101694915254,35.75757575757576,2,high school
889,57,33,182,94114,2,3.3,3,372,1,0,0,0,0,3,Generation X,60.666666666666664,0.01813186813186813,2.0620879120879123,55.151515151515156,3,postgraduate
890,24,0,82,91103,2,1.6,3,0,0,0,0,1,1,1,Generation Z,27.333333333333332,0.01951219512195122,0.01951219512195122,51.25,1,postgraduate
891,55,29,29,92780,4,1.5,3,79,0,0,0,1,0,3,Generation X,5.8,0.05172413793103448,2.7758620689655173,19.333333333333332,2,postgraduate
892,32,6,120,94102,4,5.4,1,301,1,0,1,1,1,2,Millennials,24.0,0.045000000000000005,2.5533333333333332,22.22222222222222,1,high school
893,38,12,53,95616,2,2.4,2,0,0,0,0,1,0,2,Millennials,17.666666666666668,0.045283018867924525,0.045283018867924525,22.083333333333336,2,college
894,58,32,43,93943,3,1.4,1,0,0,0,0,0,1,3,Generation X,10.75,0.03255813953488372,0.03255813953488372,30.714285714285715,3,high school
895,29,4,59,95064,4,2.2,1,232,0,0,0,1,1,2,Millennials,11.8,0.03728813559322034,3.9694915254237286,26.818181818181817,1,high school
896,43,17,84,94608,4,2.6,3,289,0,1,1,1,1,3,Generation X,16.8,0.030952380952380953,3.4714285714285715,32.30769230769231,2,postgraduate
897,50,24,161,95133,3,3.4,1,212,1,0,0,1,0,3,Generation X,40.25,0.02111801242236025,1.337888198757764,47.35294117647059,2,high school
898,62,37,21,92691,4,0.4,2,137,0,0,0,1,1,4,Baby boomers,4.2,0.01904761904761905,6.542857142857143,52.5,3,college
899,57,32,63,94111,4,0.7,1,0,0,0,0,1,0,3,Generation X,12.6,0.01111111111111111,0.01111111111111111,90.0,3,high school
900,30,3,172,91302,3,3.4,2,0,1,0,0,0,1,2,Millennials,43.0,0.019767441860465116,0.019767441860465116,50.588235294117645,1,college
901,30,4,51,94709,4,0.2,1,172,0,0,0,0,1,2,Millennials,10.2,0.00392156862745098,3.376470588235294,255.0,1,high school
902,57,33,24,95616,4,0.7,1,0,0,0,0,1,0,3,Generation X,4.8,0.029166666666666664,0.029166666666666664,34.285714285714285,3,high school
903,57,33,95,95054,2,1.6,1,0,0,0,0,0,0,3,Generation X,31.666666666666668,0.016842105263157894,0.016842105263157894,59.375,3,high school
904,43,18,59,90048,1,2.4,1,250,0,0,0,1,0,3,Generation X,29.5,0.04067796610169491,4.277966101694916,24.583333333333336,2,high school
905,28,2,51,90503,4,1.8,2,0,0,1,0,0,0,2,Millennials,10.2,0.03529411764705882,0.03529411764705882,28.333333333333332,1,college
906,46,22,28,94720,1,1.0,1,84,0,0,0,1,1,3,Generation X,14.0,0.03571428571428571,3.0357142857142856,28.0,2,high school
907,29,3,154,94720,2,2.0,1,130,0,0,0,0,0,2,Millennials,51.333333333333336,0.012987012987012988,0.8571428571428571,77.0,1,high school
908,64,40,15,91711,2,0.3,3,115,0,0,0,1,1,4,Baby boomers,5.0,0.02,7.6866666666666665,50.0,4,postgraduate
909,66,36,55,93023,4,1.67,3,0,0,0,0,0,1,4,Baby boomers,11.0,0.030363636363636363,0.030363636363636363,32.93413173652695,3,postgraduate
910,23,0,149,91709,1,6.33,1,305,0,0,0,0,1,1,Generation Z,74.5,0.04248322147651007,2.089463087248322,23.53870458135861,1,high school
911,60,36,79,92120,1,1.8,3,0,0,0,0,0,1,4,Baby boomers,39.5,0.02278481012658228,0.02278481012658228,43.888888888888886,3,postgraduate
912,47,21,68,94538,4,2.6,3,0,0,0,0,0,0,3,Generation X,13.6,0.03823529411764706,0.03823529411764706,26.153846153846153,2,postgraduate
913,35,10,78,94105,1,2.6,2,0,0,0,0,1,0,2,Millennials,39.0,0.03333333333333333,0.03333333333333333,30.0,2,college
914,57,32,34,92507,2,2.0,2,0,0,1,0,0,0,3,Generation X,11.333333333333334,0.058823529411764705,0.058823529411764705,17.0,3,college
915,65,41,195,91711,3,0.4,1,0,1,1,1,0,1,4,Baby boomers,48.75,0.0020512820512820513,0.0020512820512820513,487.5,4,high school
916,53,28,184,94550,1,8.1,1,303,0,0,0,1,0,3,Generation X,92.0,0.04402173913043478,1.6907608695652174,22.71604938271605,2,high school
917,44,20,85,92192,2,3.2,1,0,0,0,0,1,0,3,Generation X,28.333333333333332,0.037647058823529415,0.037647058823529415,26.5625,2,high school
918,45,20,200,90405,2,8.8,1,0,0,0,0,1,1,3,Generation X,66.66666666666667,0.044000000000000004,0.044000000000000004,22.727272727272727,2,high school
919,41,16,64,92325,3,0.5,3,0,0,0,0,0,0,2,Millennials,16.0,0.0078125,0.0078125,128.0,2,postgraduate
920,51,27,88,91116,1,2.6,2,0,0,1,0,0,1,3,Generation X,44.0,0.029545454545454545,0.029545454545454545,33.84615384615385,2,college
921,27,1,42,94501,3,2.4,2,0,0,0,0,0,0,2,Millennials,10.5,0.05714285714285714,0.05714285714285714,17.5,1,college
922,31,5,91,92096,3,1.6,1,126,0,0,0,1,1,2,Millennials,22.75,0.017582417582417582,1.402197802197802,56.875,1,high school
923,32,6,38,92868,1,0.3,1,0,0,1,1,1,0,2,Millennials,19.0,0.007894736842105263,0.007894736842105263,126.66666666666667,1,high school
924,55,30,28,95123,1,1.5,2,0,0,0,0,0,0,3,Generation X,14.0,0.05357142857142857,0.05357142857142857,18.666666666666668,3,college
925,55,30,32,91330,4,0.1,3,0,0,1,0,0,0,3,Generation X,6.4,0.003125,0.003125,320.0,3,postgraduate
926,42,18,31,94720,1,0.3,3,0,0,0,0,0,1,2,Millennials,15.5,0.00967741935483871,0.00967741935483871,103.33333333333334,2,postgraduate
927,33,9,22,93940,4,0.4,2,103,0,0,0,1,0,2,Millennials,4.4,0.018181818181818184,4.7,55.0,1,college
928,65,40,95,95014,3,3.7,2,138,1,0,0,0,1,4,Baby boomers,23.75,0.03894736842105263,1.491578947368421,25.675675675675674,4,college
929,35,10,74,90638,4,1.3,1,0,0,0,0,1,0,2,Millennials,14.8,0.01756756756756757,0.01756756756756757,56.92307692307692,2,high school
930,55,30,22,92121,1,1.5,2,91,0,0,0,0,1,3,Generation X,11.0,0.06818181818181818,4.204545454545454,14.666666666666666,3,college
931,28,4,43,92103,3,0.1,2,0,0,0,0,1,0,2,Millennials,10.75,0.002325581395348837,0.002325581395348837,430.0,1,college
932,27,3,43,91302,1,1.0,3,0,0,0,0,1,0,2,Millennials,21.5,0.023255813953488372,0.023255813953488372,43.0,1,postgraduate
933,51,27,112,94720,3,1.8,2,0,0,1,1,1,1,3,Generation X,28.0,0.016071428571428573,0.016071428571428573,62.22222222222222,2,college
934,50,23,9,92064,2,1.0,2,0,0,0,0,1,0,3,Generation X,3.0,0.1111111111111111,0.1111111111111111,9.0,2,college
936,46,20,131,95929,1,5.7,1,256,0,0,0,0,1,3,Generation X,65.5,0.04351145038167939,1.997709923664122,22.982456140350877,2,high school
937,62,32,19,92109,1,1.5,3,0,0,1,0,0,0,4,Baby boomers,9.5,0.07894736842105263,0.07894736842105263,12.666666666666666,3,postgraduate
938,38,13,62,92093,3,0.7,2,0,0,1,0,1,0,2,Millennials,15.5,0.01129032258064516,0.01129032258064516,88.57142857142858,2,college
939,62,37,19,95818,4,0.4,2,124,0,1,0,0,0,4,Baby boomers,3.8,0.021052631578947368,6.5473684210526315,47.5,3,college
940,56,32,8,93943,2,0.3,1,0,0,0,0,1,1,3,Generation X,2.6666666666666665,0.0375,0.0375,26.666666666666668,3,high school
941,61,36,193,94303,1,4.7,3,203,1,0,0,1,0,4,Baby boomers,96.5,0.02435233160621762,1.0761658031088082,41.06382978723404,3,postgraduate
942,38,13,129,92093,4,4.4,1,140,1,0,0,0,0,2,Millennials,25.8,0.034108527131782945,1.1193798449612404,29.318181818181817,2,high school
943,55,29,30,91320,4,0.7,2,0,0,0,0,0,1,3,Generation X,6.0,0.02333333333333333,0.02333333333333333,42.85714285714286,2,college
944,30,4,80,94701,4,1.8,2,0,0,0,0,0,0,2,Millennials,16.0,0.0225,0.0225,44.44444444444444,1,college
945,41,15,22,90503,4,1.5,3,0,0,0,0,0,1,2,Millennials,4.4,0.06818181818181818,0.06818181818181818,14.666666666666666,2,postgraduate
946,57,32,33,91745,1,1.5,2,0,0,0,0,1,0,3,Generation X,16.5,0.045454545454545456,0.045454545454545456,22.0,3,college
947,36,11,64,91355,4,2.1,3,0,0,0,0,0,0,2,Millennials,12.8,0.0328125,0.0328125,30.476190476190474,2,postgraduate
948,55,29,60,94305,3,2.2,3,84,0,0,0,1,0,3,Generation X,15.0,0.03666666666666667,1.4366666666666668,27.27272727272727,2,postgraduate
949,30,4,81,92037,1,2.9,3,259,0,0,0,1,1,2,Millennials,40.5,0.03580246913580247,3.233333333333333,27.931034482758623,1,postgraduate
950,40,16,45,94720,3,0.6,2,204,0,0,0,1,0,2,Millennials,11.25,0.013333333333333332,4.546666666666667,75.0,2,college
951,32,6,112,95054,4,1.8,2,0,0,0,0,1,0,2,Millennials,22.4,0.016071428571428573,0.016071428571428573,62.22222222222222,1,college
952,59,34,83,94105,2,3.4,3,0,1,0,0,1,0,4,Baby boomers,27.666666666666668,0.04096385542168675,0.04096385542168675,24.411764705882355,3,postgraduate
953,44,20,180,93943,2,7.6,1,524,0,0,0,0,1,3,Generation X,60.0,0.042222222222222223,2.9533333333333336,23.68421052631579,2,high school
954,51,26,28,92130,4,0.2,2,0,0,1,0,1,0,3,Generation X,5.6,0.0071428571428571435,0.0071428571428571435,140.0,2,college
955,37,12,169,91107,2,5.2,3,249,1,0,0,1,0,2,Millennials,56.333333333333336,0.03076923076923077,1.5041420118343194,32.5,2,postgraduate
956,59,35,14,90840,4,0.7,1,0,0,0,0,1,0,4,Baby boomers,2.8,0.049999999999999996,0.049999999999999996,20.0,3,high school
957,37,11,43,90250,1,2.0,1,0,0,0,0,1,0,2,Millennials,21.5,0.046511627906976744,0.046511627906976744,21.5,2,high school
958,56,32,88,94309,2,0.3,1,0,0,0,0,1,0,3,Generation X,29.333333333333332,0.003409090909090909,0.003409090909090909,293.33333333333337,3,high school
959,55,29,78,90747,4,2.6,3,0,0,0,0,0,1,3,Generation X,15.6,0.03333333333333333,0.03333333333333333,30.0,2,postgraduate
960,49,24,68,94143,1,0.2,2,163,0,0,0,0,0,3,Generation X,34.0,0.0029411764705882353,2.4,340.0,2,college
961,46,22,144,93611,2,3.3,1,0,0,0,0,1,1,3,Generation X,48.0,0.022916666666666665,0.022916666666666665,43.63636363636364,2,high school
962,35,9,30,94114,4,1.0,1,163,0,0,0,1,0,2,Millennials,6.0,0.03333333333333333,5.466666666666667,30.0,1,high school
964,39,14,24,94305,2,0.3,2,0,0,0,0,0,0,2,Millennials,8.0,0.012499999999999999,0.012499999999999999,80.0,2,college
965,27,1,78,92037,4,2.3,3,157,0,1,0,1,0,2,Millennials,15.6,0.029487179487179487,2.0423076923076926,33.913043478260875,1,postgraduate
966,62,36,135,94301,2,5.2,2,0,1,0,0,1,0,4,Baby boomers,45.0,0.03851851851851852,0.03851851851851852,25.96153846153846,3,college
967,57,32,44,91605,2,1.6,3,0,0,0,0,0,0,3,Generation X,14.666666666666666,0.03636363636363637,0.03636363636363637,27.5,3,postgraduate
968,55,30,73,92675,4,3.8,2,0,0,0,0,1,0,3,Generation X,14.6,0.05205479452054794,0.05205479452054794,19.210526315789476,3,college
969,55,31,90,92868,1,2.7,2,0,0,0,0,1,1,3,Generation X,45.0,0.030000000000000002,0.030000000000000002,33.33333333333333,3,college
970,41,15,58,94704,3,0.5,3,0,0,0,0,1,0,2,Millennials,14.5,0.008620689655172414,0.008620689655172414,116.0,2,postgraduate
971,57,32,75,94928,2,3.7,1,236,0,0,0,1,0,3,Generation X,25.0,0.04933333333333333,3.1959999999999997,20.27027027027027,3,high school
972,43,19,174,92028,3,1.7,3,231,1,0,1,1,1,3,Generation X,43.5,0.009770114942528735,1.3373563218390805,102.3529411764706,2,postgraduate
973,40,16,50,92093,2,1.7,1,174,0,0,0,0,0,2,Millennials,16.666666666666668,0.034,3.514,29.411764705882355,2,high school
974,43,18,85,92703,1,4.0,3,287,0,0,0,1,0,3,Generation X,42.5,0.047058823529411764,3.4235294117647057,21.25,2,postgraduate
975,63,38,54,90401,3,2.2,1,0,0,0,0,1,0,4,Baby boomers,13.5,0.040740740740740744,0.040740740740740744,24.545454545454543,3,high school
976,63,38,83,92122,2,3.4,1,0,1,0,0,0,0,4,Baby boomers,27.666666666666668,0.04096385542168675,0.04096385542168675,24.411764705882355,3,high school
977,54,30,24,94109,4,0.2,1,0,0,1,0,0,0,3,Generation X,4.8,0.008333333333333333,0.008333333333333333,120.0,3,high school
978,54,30,45,95134,4,1.1,2,205,0,0,0,1,0,3,Generation X,9.0,0.024444444444444446,4.58,40.90909090909091,3,college
979,52,26,68,92068,1,0.8,3,0,0,0,0,1,1,3,Generation X,34.0,0.011764705882352941,0.011764705882352941,85.0,2,postgraduate
980,50,26,48,94720,4,0.1,3,0,0,0,0,0,1,3,Generation X,9.6,0.0020833333333333333,0.0020833333333333333,480.0,2,postgraduate
981,38,13,114,92697,1,1.0,3,0,0,0,0,1,1,2,Millennials,57.0,0.008771929824561403,0.008771929824561403,114.0,2,postgraduate
982,36,12,142,90064,3,2.3,2,0,1,0,1,1,1,2,Millennials,35.5,0.01619718309859155,0.01619718309859155,61.739130434782616,2,college
983,58,33,52,94402,3,0.5,2,0,0,0,0,0,1,3,Generation X,13.0,0.009615384615384616,0.009615384615384616,104.0,3,college
984,46,22,142,92220,2,3.3,1,0,0,0,0,0,0,3,Generation X,47.333333333333336,0.02323943661971831,0.02323943661971831,43.03030303030303,2,high school
985,50,25,15,92173,1,0.4,3,0,0,0,0,0,0,3,Generation X,7.5,0.02666666666666667,0.02666666666666667,37.5,2,postgraduate
986,46,22,118,92120,1,4.7,1,159,0,0,0,0,1,3,Generation X,59.0,0.039830508474576275,1.3872881355932203,25.106382978723403,2,high school
987,53,27,101,90245,4,4.9,1,0,0,0,0,1,0,3,Generation X,20.2,0.048514851485148516,0.048514851485148516,20.612244897959183,2,high school
988,62,36,84,94609,2,2.8,1,0,0,0,0,1,0,4,Baby boomers,28.0,0.03333333333333333,0.03333333333333333,30.000000000000004,3,high school
989,63,39,32,94998,1,1.9,2,100,0,0,0,0,0,4,Baby boomers,16.0,0.059375,3.184375,16.842105263157894,3,college
990,42,16,64,94607,3,0.5,3,247,0,0,0,0,0,2,Millennials,16.0,0.0078125,3.8671875,128.0,2,postgraduate
991,34,10,81,94002,4,3.4,1,0,0,0,0,1,0,2,Millennials,16.2,0.04197530864197531,0.04197530864197531,23.823529411764707,2,high school
992,40,14,28,94025,4,1.5,3,0,0,0,0,0,1,2,Millennials,5.6,0.05357142857142857,0.05357142857142857,18.666666666666668,2,postgraduate
994,41,15,185,91775,1,3.6,2,0,1,0,0,0,0,2,Millennials,92.5,0.01945945945945946,0.01945945945945946,51.388888888888886,2,college
995,32,8,42,90650,1,1.8,2,0,0,0,0,0,0,2,Millennials,21.0,0.04285714285714286,0.04285714285714286,23.333333333333332,1,college
996,28,3,45,94305,2,1.6,3,0,0,0,0,1,1,2,Millennials,15.0,0.035555555555555556,0.035555555555555556,28.125,1,postgraduate
997,33,6,49,92037,2,1.67,2,214,0,0,0,0,0,2,Millennials,16.333333333333332,0.034081632653061224,4.401428571428571,29.34131736526946,1,college
998,46,20,69,92780,3,2.1,1,0,0,0,0,0,0,3,Generation X,17.25,0.030434782608695653,0.030434782608695653,32.857142857142854,2,high school
999,52,27,94,93106,1,2.8,2,333,0,0,0,1,0,3,Generation X,47.0,0.02978723404255319,3.572340425531915,33.57142857142858,2,college
1000,60,35,18,92120,1,1.5,2,0,0,0,0,1,1,4,Baby boomers,9.0,0.08333333333333333,0.08333333333333333,12.0,3,college
1001,59,35,8,92691,4,0.7,1,91,0,1,0,0,0,4,Baby boomers,1.6,0.0875,11.4625,11.428571428571429,3,high school
1002,57,32,55,90717,4,2.1,1,108,0,0,0,1,0,3,Generation X,11.0,0.038181818181818185,2.0018181818181815,26.19047619047619,3,high school
1003,46,20,85,95617,2,0.4,3,0,0,0,0,0,0,3,Generation X,28.333333333333332,0.004705882352941177,0.004705882352941177,212.5,2,postgraduate
1005,53,23,65,95054,4,2.0,3,0,0,0,0,1,0,3,Generation X,13.0,0.03076923076923077,0.03076923076923077,32.5,2,postgraduate
1007,63,38,103,91103,1,2.5,1,0,0,0,0,1,0,4,Baby boomers,51.5,0.024271844660194174,0.024271844660194174,41.2,3,high school
1008,44,19,99,95064,3,3.5,3,357,1,0,0,0,0,3,Generation X,24.75,0.03535353535353535,3.6414141414141414,28.285714285714285,2,postgraduate
1009,50,24,152,92220,1,7.3,1,0,0,0,0,1,0,3,Generation X,76.0,0.04802631578947368,0.04802631578947368,20.82191780821918,2,high school
1010,28,3,25,91330,2,0.9,3,140,0,0,0,1,0,2,Millennials,8.333333333333334,0.036000000000000004,5.636,27.77777777777778,1,postgraduate
1011,27,3,98,95616,2,2.5,1,361,0,1,1,1,1,2,Millennials,32.666666666666664,0.025510204081632654,3.7091836734693877,39.2,1,high school
1012,52,27,39,94304,2,0.7,2,166,0,0,0,1,0,3,Generation X,13.0,0.017948717948717947,4.274358974358974,55.714285714285715,2,college
1013,50,25,40,95820,1,1.3,2,0,0,0,0,1,1,3,Generation X,20.0,0.0325,0.0325,30.769230769230766,2,college
1014,39,13,58,94551,3,2.1,1,169,0,0,0,1,0,2,Millennials,14.5,0.03620689655172414,2.9499999999999997,27.619047619047617,2,high school
1015,50,26,192,90245,2,1.8,3,301,1,0,1,1,1,3,Generation X,64.0,0.009375,1.5770833333333334,106.66666666666666,2,postgraduate
1016,60,34,62,94303,1,0.8,2,0,0,0,0,0,0,4,Baby boomers,31.0,0.012903225806451613,0.012903225806451613,77.5,3,college
1017,30,5,69,94720,1,0.8,2,0,0,1,0,1,0,2,Millennials,34.5,0.011594202898550725,0.011594202898550725,86.25,1,college
1018,31,5,40,94305,4,1.3,3,170,0,0,0,0,0,2,Millennials,8.0,0.0325,4.282500000000001,30.769230769230766,1,postgraduate
1019,39,15,61,90018,2,0.6,3,127,0,0,0,0,0,2,Millennials,20.333333333333332,0.009836065573770491,2.0918032786885243,101.66666666666667,2,postgraduate
1020,29,3,30,91745,4,0.3,2,157,0,0,0,0,0,2,Millennials,6.0,0.01,5.243333333333334,100.0,1,college
1021,54,29,29,90071,1,1.5,2,97,0,0,0,1,0,3,Generation X,14.5,0.05172413793103448,3.396551724137931,19.333333333333332,2,college
1022,35,8,41,92612,2,1.0,2,0,0,0,0,1,1,2,Millennials,13.666666666666666,0.024390243902439025,0.024390243902439025,41.0,1,college
1023,27,3,118,95605,1,3.3,2,0,1,0,0,1,0,2,Millennials,59.0,0.027966101694915254,0.027966101694915254,35.75757575757576,1,college
1024,45,20,109,94117,1,7.0,1,366,0,0,0,1,0,3,Generation X,54.5,0.06422018348623854,3.4220183486238533,15.571428571428571,2,high school
1025,58,33,122,93711,4,0.2,2,0,1,0,1,1,0,3,Generation X,24.4,0.001639344262295082,0.001639344262295082,610.0,3,college
1026,62,37,50,94545,3,1.5,1,169,0,0,0,1,0,4,Baby boomers,12.5,0.03,3.41,33.333333333333336,3,high school
1027,28,4,43,95616,3,0.1,2,0,0,0,0,1,0,2,Millennials,10.75,0.002325581395348837,0.002325581395348837,430.0,1,college
1028,32,7,108,94550,1,4.6,1,0,0,1,0,0,0,2,Millennials,54.0,0.04259259259259259,0.04259259259259259,23.47826086956522,1,high school
1029,29,4,110,92096,4,2.5,3,0,1,0,0,0,0,2,Millennials,22.0,0.022727272727272728,0.022727272727272728,44.0,1,postgraduate
1030,41,17,20,94720,1,1.4,3,0,0,0,0,1,0,2,Millennials,10.0,0.06999999999999999,0.06999999999999999,14.285714285714286,2,postgraduate
1031,61,35,112,90024,4,1.7,3,0,0,0,0,0,1,4,Baby boomers,22.4,0.015178571428571428,0.015178571428571428,65.88235294117648,3,postgraduate
1032,56,32,25,95403,1,0.1,2,136,0,0,0,1,0,3,Generation X,12.5,0.004,5.444,250.0,3,college
1033,37,12,42,94720,3,0.7,2,0,0,0,0,1,1,2,Millennials,10.5,0.016666666666666666,0.016666666666666666,60.00000000000001,2,college
1034,60,34,29,95973,2,0.3,1,0,0,0,0,1,0,4,Baby boomers,9.666666666666666,0.010344827586206896,0.010344827586206896,96.66666666666667,3,high school
1035,49,23,84,90095,3,2.1,1,134,0,1,0,1,0,3,Generation X,21.0,0.025,1.6202380952380953,40.0,2,high school
1036,43,17,81,94720,4,2.6,3,0,0,1,0,1,0,3,Generation X,16.2,0.03209876543209877,0.03209876543209877,31.153846153846153,2,postgraduate
1037,53,28,55,94720,4,0.9,1,119,0,0,0,1,1,3,Generation X,11.0,0.016363636363636365,2.18,61.11111111111111,2,high school
1038,35,11,40,93106,1,2.4,2,0,0,1,0,1,0,2,Millennials,20.0,0.06,0.06,16.666666666666668,2,college
1039,56,30,145,95831,4,5.7,2,0,1,0,1,1,1,3,Generation X,29.0,0.039310344827586205,0.039310344827586205,25.43859649122807,3,college
1040,41,16,175,94304,2,1.1,3,0,1,0,0,1,0,2,Millennials,58.333333333333336,0.006285714285714286,0.006285714285714286,159.09090909090907,2,postgraduate
1041,36,6,78,91107,4,1.8,3,163,0,0,0,0,0,2,Millennials,15.6,0.023076923076923078,2.112820512820513,43.333333333333336,1,postgraduate
1042,56,32,51,92780,4,1.5,1,0,0,0,0,0,0,3,Generation X,10.2,0.029411764705882353,0.029411764705882353,34.0,3,high school
1043,64,34,50,95616,4,1.67,3,0,0,0,0,1,0,4,Baby boomers,10.0,0.0334,0.0334,29.940119760479043,3,postgraduate
1044,51,27,21,95630,3,0.4,1,0,0,0,0,1,0,3,Generation X,5.25,0.01904761904761905,0.01904761904761905,52.5,2,high school
1045,49,24,79,95827,1,0.2,2,83,0,0,0,1,1,3,Generation X,39.5,0.002531645569620253,1.0531645569620254,395.0,2,college
1046,43,18,84,92096,1,4.0,3,0,0,0,0,0,0,3,Generation X,42.0,0.047619047619047616,0.047619047619047616,21.0,2,postgraduate
1047,51,26,34,94105,4,0.4,2,0,0,0,0,0,0,3,Generation X,6.8,0.011764705882352941,0.011764705882352941,85.0,2,college
1048,55,31,73,94143,4,1.6,2,0,0,0,0,0,0,3,Generation X,14.6,0.021917808219178082,0.021917808219178082,45.625,3,college
